PIDN,ADDRESS,SALE_TEXT,SALES_CODE,LANDUSE_TE,RECD_DATE,RECD_PRICE,CITY_TEXT,DEED,lat,long
054-24-21-016.00,241 10TH ST E,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/21/2017,139000,COVINGTON,C 6120/ 169,39.0812,-84.5044
054-24-21-035.00,216 ROBBINS ST E,TRANSCTION INVOLVNG NONTXBL ENTITY,5,SINGLE FAMILY,3/17/2017,139000,COVINGTON,C 6118/   1,39.0808,-84.5053
054-24-25-010.00,223 12TH ST E,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/20/2017,39500,COVINGTON,C 6119/ 290,39.0782,-84.5043
054-42-08-009.00,400 BUSH ST,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/20/2017,14700,COVINGTON,C 6119/ 228,39.0795,-84.5021
054-42-10-012.00,1226 WHEELER ST,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,3/21/2017,25000,COVINGTON,C 6120/   4,39.078,-84.5012
054-42-10-013.00,1224 WHEELER ST,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,3/21/2017,25000,COVINGTON,C 6120/   4,39.0781,-84.5012
055-11-13-009.00,417 16TH ST W,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/7/2017,23300,COVINGTON,C 6110/  17,39.0704,-84.5149
055-11-16-006.00,1513 ST CLAIR ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/27/2017,22000,COVINGTON,C 6123/ 211,39.0723,-84.5146
055-11-16-011.00,1523 ST CLAIR ST,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/7/2017,38000,COVINGTON,C 6110/ 174,39.072,-84.5146
055-11-16-014.00,1529 ST CLAIR ST,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,3/2/2017,20000,COVINGTON,C 6106/ 172,39.0718,-84.5145
055-12-05-005.00,1613 JEFFERSON AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/22/2017,20000,COVINGTON,C 6121/  60,39.0694,-84.5164
055-12-09-033.00,1726 JEFFERSON AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/28/2017,81400,COVINGTON,C 6124/ 224,39.0683,-84.5149
055-12-10-005.00,1805 EUCLID AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/22/2017,53900,COVINGTON,C 6120/ 290,39.0676,-84.5137
055-12-13-007.00,342 17TH ST W,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/22/2017,82000,COVINGTON,C 6120/ 233,39.0696,-84.514
055-12-24-005.00,1806 HOLMAN ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/10/2017,50100,COVINGTON,C 6113/ 272,39.0681,-84.511
055-13-08-017.00,16 15TH ST E,SALE PRICE NOT FAIR MARKET VALUE,19,SINGLE FAMILY,3/6/2017,30000,COVINGTON,C 6108/ 349,39.0741,-84.5068
055-13-09-020.00,1543 SCOTT ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,THREE FAMILY,3/14/2017,56000,COVINGTON,C 6115/ 281,39.0721,-84.5058
055-13-16-023.00,214 15TH ST E,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,TWO FAMILY,3/7/2017,30000,COVINGTON,C 6110/ 327,39.0746,-84.5037
055-14-15-010.00,1719 SCOTT ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/15/2017,257000,COVINGTON,C 6116/ 250,39.07,-84.5053
055-14-16-018.00,1808 MADISON AVE,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,TWO FAMILY,3/2/2017,27000,COVINGTON,C 6106/ 175,39.0691,-84.506
055-14-17-017.00,1822 PEARL ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/22/2017,20000,COVINGTON,C 6121/  66,39.0688,-84.5053
055-14-18-014.00,1931 PEARL ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,BLIGHTED PER CITY LISTING,3/31/2017,13000,COVINGTON,C 6127/  55,39.0673,-84.5054
055-14-19-010.00,1915 SCOTT ST,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/10/2017,110000,COVINGTON,C 6113/ 148,39.0678,-84.5047
055-14-24-017.00,118 19TH ST E,GOOD SALE/ARMS LENGTH TRANSACTION,0,TWO FAMILY,3/21/2017,68000,COVINGTON,C 6120/ 102,39.0687,-84.5038
055-21-02-097.04,907 HIGHLAND AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/21/2017,71000,COVINGTON,C 6120/  59,39.061,-84.5227
055-21-10-031.00,2245 JANES LN,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,3/28/2017,95000,COVINGTON,C 6124/ 344,39.0564,-84.5207
055-23-01-003.01,2319 WOOD ST,VACANT LOTS & LAND SALES,21,VACANT LAND,3/2/2017,3000,COVINGTON,C 6107/  79,39.0611,-84.51
055-23-04-004.00,2311-13 WARREN ST,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/21/2017,127000,COVINGTON,C 6120/ 203,39.0616,-84.5096
055-23-19-014.00,14 HOLMESDALE CT,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/28/2017,112000,COVINGTON,C 6125/ 144,39.062,-84.5037
055-24-08-012.00,14 28TH ST W,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/15/2017,58000,COVINGTON,C 6116/  95,39.0553,-84.5043
055-31-03-021.00,1339 WHEELER ST,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,3/2/2017,40000,COVINGTON,C 6106/ 330,39.0762,-84.5013
055-31-03-040.00,1341 KENDALL ST,SALE $ INCL> 1 PROPERTY,11,VACANT LAND,3/21/2017,7000,COVINGTON,C 6120/ 162,39.076,-84.5022
055-31-03-041.00,320 BYRD ST,SALE $ INCL> 1 PROPERTY,11,SINGLE FAMILY,3/21/2017,7000,COVINGTON,C 6120/ 162,39.0758,-84.5022
055-31-07-013.00,1517 MARYLAND AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/22/2017,5500,COVINGTON,C 6121/ 315,39.0743,-84.4998
055-31-16-002.00,403 17TH ST E,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,3/7/2017,35200,COVINGTON,C 6110/ 324,39.0713,-84.4995
055-32-01-010.00,1707 GARRARD ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/16/2017,18000,COVINGTON,C 6117/ 110,39.0709,-84.5025
055-32-01-039.00,1716 GREENUP ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/9/2017,37900,COVINGTON,C 6112/  30,39.0705,-84.5033
055-32-03-023.00,1922 GREENUP ST,TRANSCTION INVOLVNG NONTXBL ENTITY,5,VACANT LAND,3/17/2017,3200,COVINGTON,C 6118/ 119,39.0679,-84.5027
055-32-04-005.00,2009 MACKOY AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/9/2017,20000,COVINGTON,C 6112/  16,39.0671,-84.5023
055-32-04-019.00,2037 MACKOY AVE,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/6/2017,20000,COVINGTON,C 6109/  87,39.0661,-84.502
055-32-04-042.00,2007 GARRARD ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/27/2017,43500,COVINGTON,C 6123/ 206,39.0673,-84.5015
055-32-20-013.00,514 DELMAR PL,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/24/2017,55000,COVINGTON,C 6122/ 262,39.0688,-84.498
055-32-21-011.00,1937 OAKLAND AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/20/2017,90000,COVINGTON,C 6119/ 307,39.068,-84.4977
055-32-23-019.00,2106 EASTERN AVE,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/14/2017,67000,COVINGTON,C 6116/  56,39.0666,-84.4984
055-32-25-006.00,517 WALLACE AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/14/2017,126000,COVINGTON,C 6115/  90,39.0651,-84.4976
055-32-30-008.00,2111 GLENWAY AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/15/2017,82500,COVINGTON,C 6116/ 144,39.0663,-84.4966
056-11-02-026.00,2766 DAKOTA AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/28/2017,60000,COVINGTON,C 6125/   1,39.0503,-84.5143
056-11-03-012.00,2823 ABERDEEN AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/10/2017,99900,COVINGTON,C 6113/ 131,39.0497,-84.5142
056-11-08-035.00,3126 ROSINA AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/3/2017,115000,COVINGTON,C 6108/ 114,39.0511,-84.5105
056-11-08-066.00,3171 CLIFFORD AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/6/2017,118500,COVINGTON,C 6109/  19,39.0487,-84.5102
056-12-08-012.00,3321-27 LATONIA AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,RETAIL W/ APARTMENTS,3/16/2017,15000,COVINGTON,C 6117/ 115,39.0459,-84.5129
056-12-10-003.00,707 32ND ST W,GOOD SALE/ARMS LENGTH TRANSACTION,0,TWO FAMILY,3/3/2017,75000,COVINGTON,C 6107/ 310,39.0479,-84.5132
056-12-14-011.00,606 33RD ST W,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/8/2017,44000,COVINGTON,C 6111/ 146,39.0476,-84.5116
056-12-16-014.00,3218 MABLE AVE,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/30/2017,40000,COVINGTON,C 6126/ 197,39.048,-84.5112
056-13-02-101.01,3115 1/2 BEECH AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/29/2017,23000,COVINGTON,C 6126/  35,39.0507,-84.5089
056-13-02-147.00,3128 CLIFFORD AVE,TRANSFERRED WITHIN 12 MO,6,SINGLE FAMILY,3/23/2017,42000,COVINGTON,C 6122/ 142,39.051,-84.5093
056-13-14-015.00,9 31ST ST W,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/27/2017,56000,COVINGTON,C 6123/ 269,39.0526,-84.5037
056-13-14-021.00,8 32ND ST W,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/27/2017,36300,COVINGTON,C 6124/ 208,39.0523,-84.5036
056-23-01-009.00,17 41ST ST E,FORECLOSURE XFER/PURCHASE FROM BANK,12,TWO FAMILY,3/29/2017,68500,COVINGTON,C 6126/  74,39.0427,-84.5046
056-31-07-012.00,3002 FRAZIER ST,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/6/2017,25000,COVINGTON,C 6109/ 254,39.0541,-84.5021
056-32-08-005.00,3717 LINCOLN AVE,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,3/20/2017,85000,COVINGTON,C 6119/ 246,39.0469,-84.5008
056-32-13-010.00,214 SOUTHERN AVE E,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,3/20/2017,87500,COVINGTON,C 6118/ 224,39.0477,-84.4998
056-32-19-007.00,318 SOUTHERN AVE E,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,TWO FAMILY,3/30/2017,35000,COVINGTON,C 6126/ 219,39.0477,-84.4983
056-32-20-013.00,3725 HUNTINGTON AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,BLIGHTED PER CITY LISTING,3/2/2017,30300,COVINGTON,C 6107/ 125,39.0464,-84.4985
056-32-26-020.00,3606 GLENN AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/30/2017,85000,COVINGTON,C 6126/ 140,39.0482,-84.4972
056-34-04-010.00,506 EARLE AVE,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/14/2017,45000,COVINGTON,C 6115/ 133,39.0451,-84.4943
056-41-03-055.00,140 43RD ST E,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/7/2017,30000,COVINGTON,C 6110/ 307,39.041,-84.5002
056-41-06-005.00,315 42ND ST E,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/7/2017,71000,COVINGTON,C 6110/ 178,39.0418,-84.4974
056-42-01-083.00,4605 DECOURSEY AVE,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/9/2017,46000,COVINGTON,C 6113/  82,39.0352,-84.4959
056-43-01-015.00,4419 HUNTINGTON AVE,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,3/23/2017,50000,COVINGTON,C 6122/ 145,39.0387,-84.4954
056-43-07-005.00,4344 VERMONT AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,TWO FAMILY,3/7/2017,40000,COVINGTON,C 6109/ 292,39.0399,-84.4942
056-43-10-023.00,4422 MICHIGAN AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/13/2017,77000,COVINGTON,C 6114/ 314,39.0387,-84.493
056-43-10-025.00,434 BALTIMORE AVE,SALE PRICE NOT FAIR MARKET VALUE,19,SINGLE FAMILY,3/21/2017,10000,COVINGTON,C 6120/ 105,39.0388,-84.4927
058-40-00-263.00,3771 WOLF RD,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/22/2017,8000,COVINGTON,I 3914/  11,38.9907,-84.4939
059-30-10-008.00,660 BRANDTLY RIDGE DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/29/2017,245600,COVINGTON,I 3917/  54,38.9823,-84.4987
040-10-01-015.00,385 ALTAMONT RD,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,5/31/2017,55800,COVINGTON,C 6170/ 215,39.0912,-84.5358
040-14-14-016.00,1244 CLARK ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,5/18/2017,49300,COVINGTON,C 6162/ 175,39.0902,-84.5344
040-23-03-001.01,1206 DEVOU WOODS DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,5/2/2017,425000,COVINGTON,C 6149/ 275,39.0835,-84.5333
040-30-00-050.06,943 SPRING ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,5/12/2017,500,COVINGTON,C 6157/ 126,39.0891,-84.5292
040-30-01-019.08,1103 FOREST AVE,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,5/26/2017,,COVINGTON,C 6168/ 184,39.0868,-84.5324
040-32-05-008.00,12 SWAIN CT,SALE $ INCL> 1 PROPERTY,11,GARAGE/PARKING SPACE,5/25/2017,2725000,COVINGTON,C 6168/   5,39.0913,-84.5314
040-32-05-009.00,14 SWAIN CT,SALE $ INCL> 1 PROPERTY,11,GARAGE/PARKING SPACE,5/25/2017,2725000,COVINGTON,C 6168/   5,39.0914,-84.5314
040-32-05-010.00,16 SWAIN CT,SALE $ INCL> 1 PROPERTY,11,GARAGE/PARKING SPACE,5/25/2017,2725000,COVINGTON,C 6168/   5,39.0914,-84.5316
040-32-05-011.00,22 SWAIN CT,SALE $ INCL> 1 PROPERTY,11,20-39 UNIT APARTMENTS,5/25/2017,2725000,COVINGTON,C 6168/   5,39.0917,-84.532
040-32-24-002.00,1238 HIGHWAY AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,4-19 UNIT APARTMENTS,5/19/2017,172400,COVINGTON,C 6163/ 223,39.0893,-84.5331
040-41-07-001.00,625 JEROME AVE,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,5/26/2017,195000,COVINGTON,C 6168/ 100,39.0831,-84.5298
040-43-09-011.00,613 BAKEWELL ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,5/15/2017,116000,COVINGTON,C 6158/ 286,39.0837,-84.519
040-43-12-008.00,611 MAIN ST,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,RETAIL W/ APARTMENTS,5/1/2017,215000,COVINGTON,C 6148/   4,39.0837,-84.5178
040-44-03-004.00,818 WESTERN AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,5/12/2017,26000,COVINGTON,C 6157/ 122,39.0805,-84.524
040-44-14-015.00,823 BAKEWELL ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,5/19/2017,95000,COVINGTON,C 6163/ 206,39.0807,-84.519
040-44-16-007.00,829 MAIN ST,NH SALE/CHANGED BY CONSTRUCTION,8,BLIGHTED PER CITY LISTING,5/4/2017,225000,COVINGTON,C 6151/   1,39.0805,-84.5178
041-33-03-006.00,1206 SOUTHGATE ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,5/9/2017,33000,COVINGTON,C 6154/ 166,39.0741,-84.523
041-33-04-007.00,1251 PIKE ST,TRANSFERRED WITHIN 12 MO,6,SINGLE FAMILY,5/18/2017,47000,COVINGTON,C 6162/ 216,39.073,-84.5219
041-33-06-044.00,1321-23 HERMES AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,5/22/2017,25100,COVINGTON,C 6164/ 197,39.0727,-84.5204
044-40-00-002.24,2637 FISHING CREEK DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,5/12/2017,153000,COVINGTON,I 3938/ 264,38.9872,-84.5172
045-00-01-241.00,2537 EVERGREEN DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,5/30/2017,140000,COVINGTON,I 3945/ 255,38.9893,-84.5201
045-00-01-254.00,9296 HAWKSRIDGE DR,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,5/16/2017,145200,COVINGTON,I 3939/ 320,38.9887,-84.5251
045-00-02-002.00,3451 SUNBRITE DR,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,5/10/2017,305000,COVINGTON,I 3937/   4,38.9832,-84.5052
045-10-01-038.00,2167 GRIBBLE DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,5/30/2017,158900,COVINGTON,I 3946/  46,38.9805,-84.5376
045-10-01-141.00,2056 GRIBBLE DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,5/16/2017,132000,COVINGTON,I 3940/   1,38.9842,-84.5365
045-30-00-001.50,9113 TAMARACK DR,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,5/3/2017,124000,COVINGTON,I 3933/ 217,38.9858,-84.5167
045-30-00-124.00,37 WATERSIDE WAY,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,5/11/2017,110000,COVINGTON,I 3937/ 301,38.9799,-84.5266
045-30-00-126.00,39 WATERSIDE WAY,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,5/18/2017,126900,COVINGTON,I 3940/ 315,38.9797,-84.5266
045-30-00-378.00,109 STONEHINGE CIR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,5/10/2017,123000,COVINGTON,I 3937/ 130,38.979,-84.5179
045-30-00-605.00,6 JUAREZ CIR,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,5/26/2017,62100,COVINGTON,I 3945/ 177,38.9834,-84.5196
045-30-00-639.00,114 JUAREZ CIR,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,5/2/2017,132000,COVINGTON,I 3933/  31,38.9837,-84.5214
045-30-01-001.00,6 OTTER DR,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,5/31/2017,120000,COVINGTON,I 3946/ 310,38.9803,-84.5154
045-30-01-033.00,257 TANDO WAY,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,5/11/2017,118000,COVINGTON,I 3938/  45,38.9795,-84.514
045-30-01-064.00,86 PITMAN CT,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,5/5/2017,150000,COVINGTON,I 3935/ 184,38.977,-84.5147
045-30-01-170.00,130 INDIANCREEK DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,5/2/2017,139000,COVINGTON,I 3933/ 135,38.9758,-84.5153
045-30-01-193.00,170 POSSUMTROT DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,5/23/2017,136500,COVINGTON,I 3943/ 198,38.9751,-84.5171
045-30-01-205.00,146 INDIANCREEK DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,5/1/2017,152000,COVINGTON,I 3932/ 347,38.9757,-84.5144
045-40-00-007.02,2964 SENOUR RD,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,5/12/2017,275000,COVINGTON,I 3939/   1,38.9679,-84.5198
054-14-16-002.00,313 2ND ST E,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,5/11/2017,325000,COVINGTON,C 6157/  20,39.0902,-84.5062
054-21-04-003.00,319 PERSHING AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,5/12/2017,110000,COVINGTON,C 6158/  20,39.0833,-84.5168
054-21-04-030.00,310 7TH ST W,SALE $ INCL> 1 PROPERTY,11,VACANT LAND,5/8/2017,65000,COVINGTON,C 6152/ 243,39.0831,-84.516
054-21-04-031.00,312 7TH ST W,SALE $ INCL> 1 PROPERTY,11,SINGLE FAMILY,5/8/2017,65000,COVINGTON,C 6152/ 243,39.0831,-84.516
054-21-04-032.00,314 7TH ST W,SALE $ INCL> 1 PROPERTY,11,SINGLE FAMILY,5/8/2017,65000,COVINGTON,C 6152/ 243,39.0831,-84.5161
054-21-06-003.00,323 7TH ST W,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,5/25/2017,275000,COVINGTON,C 6167/ 209,39.0826,-84.5165
054-21-08-004.00,225 COVINGTON AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,5/25/2017,175000,COVINGTON,C 6167/ 197,39.0856,-84.5152
054-21-18-018.00,130-32 6TH ST W,GOOD SALE/ARMS LENGTH TRANSACTION,0,RETAIL W/ APARTMENTS,5/1/2017,585000,COVINGTON,C 6148/ 242,39.0844,-84.5135
054-21-20-005.00,125 PIKE ST,SALE $ INCL> 1 PROPERTY,11,EQUIPMENT RENTAL FACILITY,5/1/2017,240000,COVINGTON,C 6148/ 244,39.0827,-84.5124
054-21-20-006.00,121-23 PIKE ST,SALE $ INCL> 1 PROPERTY,11,EQUIPMENT RENTAL FACILITY,5/1/2017,240000,COVINGTON,C 6148/ 244,39.0827,-84.5124
054-21-20-007.00,117-19 PIKE ST,SALE $ INCL> 1 PROPERTY,11,EQUIPMENT RENTAL FACILITY,5/1/2017,240000,COVINGTON,C 6148/ 244,39.0827,-84.5123
054-21-21-006.00,523 MADISON AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,OTHER RETAIL,5/10/2017,190000,COVINGTON,C 6155/ 295,39.085,-84.511
054-22-09-003.00,421 11TH ST W,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,5/18/2017,35000,COVINGTON,C 6162/   1,39.0775,-84.5165
054-22-09-004.00,419 11TH ST W,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,5/18/2017,45000,COVINGTON,C 6162/   4,39.0775,-84.5164
054-22-26-019.00,222 BERRY ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,5/3/2017,121500,COVINGTON,C 6150/ 218,39.0787,-84.5136
054-22-27-005.00,1105 BANKLICK ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,TWO FAMILY,5/9/2017,55000,COVINGTON,C 6154/ 161,39.078,-84.5132
054-22-31-005.00,1005 RUSSELL ST,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,5/10/2017,275000,COVINGTON,C 6155/ 226,39.0799,-84.5128
054-23-02-007.00,803-05 MADISON AVE,XFER BETWEEN AFFILIATED COMPANIES,18,RETAIL W/ APARTMENTS,5/26/2017,280000,COVINGTON,C 6168/ 151,39.082,-84.51
054-23-02-008.00,807 MADISON AVE,XFER BETWEEN AFFILIATED COMPANIES,18,RETAIL W/ APARTMENTS,5/26/2017,280000,COVINGTON,C 6168/ 151,39.0819,-84.51
054-23-10-004.00,809 SCOTT ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,THREE FAMILY,5/1/2017,124000,COVINGTON,C 6148/   1,39.082,-84.5083
054-23-10-010.00,830-32 MADISON AVE,XFER BETWEEN AFFILIATED COMPANIES,18,RETAIL W/ APARTMENTS,5/26/2017,280000,COVINGTON,C 6168/ 151,39.0814,-84.5093
054-23-11-011.00,423-25 GREENUP ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,OFFICE BLDG 1 OR 2 STORY,5/26/2017,375000,COVINGTON,C 6168/ 251,39.0868,-84.5081
054-23-19-022.00,731 GARRARD ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,TWO FAMILY,5/25/2017,66800,COVINGTON,C 6168/  61,39.083,-84.5053
054-23-21-017.00,236 10TH ST E,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,5/26/2017,30000,COVINGTON,C 6169/   1,39.0816,-84.5047
054-24-21-002.00,205-07 10TH ST E,FORECLOSURE XFER/PURCHASE FROM BANK,12,TWO FAMILY,5/22/2017,9300,COVINGTON,C 6164/ 135,39.0811,-84.5058
054-42-02-025.00,312 12TH ST E,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,TWO FAMILY,5/4/2017,60000,COVINGTON,C 6150/ 246,39.0787,-84.5033
054-42-03-010.00,321 12TH ST E,FORECLOSURE XFER/PURCHASE FROM BANK,12,VACANT LAND,5/25/2017,100,COVINGTON,C 6167/ 144,39.0784,-84.5027
054-42-03-027.00,334 TREVOR ST,TRANSCTION INVOLVNG NONTXBL ENTITY,5,VACANT LAND,5/25/2017,3500,COVINGTON,C 6167/ 114,39.0783,-84.5022
055-11-09-007.00,404 LINDEN AVE,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,5/8/2017,30000,COVINGTON,C 6153/ 268,39.0727,-84.5152
055-12-04-006.00,1563 JEFFERSON AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,5/22/2017,123500,COVINGTON,C 6165/  20,39.07,-84.517
055-12-05-027.00,1712 MONROE ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,5/5/2017,16500,COVINGTON,C 6152/ 170,39.068,-84.5158
055-12-12-019.00,1621 MAY ST,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,5/11/2017,27500,COVINGTON,C 6156/ 109,39.0699,-84.5146
